code,service_term,level
DD-1500.1050-080,Boat Manufacturer Complaints,5
DD-1500.1050-100,Boat Repair/Service Complaints,5
DD-1500.1050-120,Boat Sales Complaints,5
DD-1500.1055,Body Artist Complaints,4
DD-1500.1100,Bottled Water Complaints,4
DD-1500.1150,Broadcast Interference Complaints,4
DD-1500.1250,Bus Transportation System Complaints,4
DD-1500.1300,Carpet/Rug Complaints,4
DD-1500.1300-120,Carpet Cleaning Complaints,5
DD-1500.1300-140,Carpet Installation Complaints,5
DD-1500.1300-160,Carpet Sales Complaints,5
DD-1500.1310,Catering Truck Complaints,4
DD-1500.1330,CB Radio Complaints,4
DD-1500.1330-130,CB Radio Manufacturer Complaints,5
DD-1500.1330-150,CB Radio Repair/Service Complaints,5
DD-1500.1330-170,CB Radio Sales Complaints,5
DD-1500.1340,Cell Phone Complaints,4
DD-1500.1340-130,Cell Phone Manufacturer Complaints,5
DD-1500.1340-150,Cell Phone Repair/Service Complaints,5
DD-1500.1340-170,Cell Phone Sales Complaints,5
DD-1500.1350,Cemetery Complaints,4
DD-1500.1400,Charitable Organization Complaints,4
DD-1500.1450,Check Seller/Casher Complaints,4
DD-1500.1500,Child Care Complaints,4
DD-1500.1540,Children's Residential Facility Complaints,4
DD-1500.1600,Clothing Complaints,4
DD-1500.1700,Collection Complaints,4
DD-1500.1730,Computer Complaints,4
DD-1500.1730-150,Computer Manufacturer Complaints,5
DD-1500.1730-170,Computer Repair/Service Complaints,5
DD-1500.1730-190,Computer Sales Complaints,5
DD-1500.1750,Condominium Complaints,4
DD-1500.1750-100,Condominium Association Complaints,5
DD-1500.1750-150,Condominium Conversion Complaints,5
DD-1500.1780,Consumer Product Safety Complaints,4
DD-1500.1800,Contest/Sweepstakes/Lottery Complaints,4
DD-1500.1850,Contractor Complaints,4
DD-1500.1930,Correctional Facility Complaints,4
DD-1500.1950,Cosmetics Complaints,4
DD-1500.2000,Cosmetologist Complaints,4
DD-1500.2050,Credit Reporting Agency Complaints,4
DD-1500.2100,Credit Union Complaints,4
DD-1500.2150,Crime Prevention Apparatus Complaints,4
DD-1500.2200,Dance Studio Complaints,4
DD-1500.2250,Debt Consolidation Service Complaints,4
DD-1500.2350,Dog Guide Complaints,4
DD-1500.2400,Door to Door Sales Complaints,4
DD-1500.2500,Driving School Complaints,4
DD-1500.2600,Drug Complaints,4
DD-1500.2700,Dry Cleaner Complaints,4
DD-1500.3000,Electrician Complaints,4
DD-1500.3100,Embalmer Complaints,4
DD-1500.3150,Emergency Management Organization Complaints,4
DD-1500.3200,Employment Agency Complaints,4
DD-1500.3300,Engineer Complaints,4
DD-1500.3400,Escrow Company Complaints,4
DD-1500.3450,Ferry Transportation System Complaints,4
DD-1500.3500,Finance Company Complaints,4
DD-1500.3550,Fire Extinguisher Complaints,4
DD-1500.3575,Firearm Dealer Complaints,4
DD-1500.3600,Firefighter Complaints,4
DD-1500.3650,Fireworks Complaints,4
DD-1500.3680,Fitness Center Complaints,4
DD-1500.3700,Flammable Fabrics Complaints,4
DD-1500.3750,Food Complaints,4
DD-1500.3800,Franchise Industry Complaints,4
DD-1500.3850,Funeral Director Complaints,4
DD-1500.3900,Fur Product Complaints,4
DD-1500.3950,Furniture/Bedding Complaints,4
DD-1500.4000,Gambling Establishment Complaints,4
DD-1500.4050,General Consumer Complaints,4
DD-1500.4100,Geologist/Geophysicist Complaints,4
DD-1500.4150,Government Complaints/Government Ombudsman Offices,4
DD-1500.4150-200,Federal Government Complaints/Ombudsman Offices,5
DD-1500.4150-450,Local Government Complaints/Ombudsman Offices,5
DD-1500.4150-800,State Government Complaints/Ombudsman Offices,5
DD-1500.4280,Health Facility Complaints,4
DD-1500.4280-280,Health Maintenance Organization Complaints,5
DD-1500.4280-320,Hill Burton Complaints,5
DD-1500.4280-330,Intermediate Care Facilities for Developmentally Disabled Complaints,5
DD-1500.4280-360,Hospice Complaints,5
DD-1500.4280-380,Hospital Complaints,5
DD-1500.4280-600,Nursing Facility Complaints,5
DD-1500.4280-650,Outpatient Clinic Complaints,5
DD-1500.4400,Health Spa Complaints,4
DD-1500.4450,Highway Complaints,4
DD-1500.4480,HIPAA Complaints,4
DD-1500.4530,Home Health Care Complaints,4
DD-1500.4550,Home Improvement/Repair Complaints,4
DD-1500.4650,Housing Complaints,4
DD-1500.4700,Immigration Services Complaints,4
DD-1500.4750,Insulation Complaints,4
DD-1500.4800,Insurance Complaints,4
DD-1500.4800-300,Insurance Adjuster Complaints,5
DD-1500.4800-350,Insurance Company/Agent Complaints,5
DD-1500.4820,Internet Service Provider Complaints,4
DD-1500.4850,Investment Counselor/Firm Complaints,4
DD-1500.4900,Judge Complaints,4
DD-1500.5000,Land Surveyor Complaints,4
DD-1500.5100,Landscape Architect Complaints,4
DD-1500.5200,Law Enforcement Complaints,4
DD-1500.5250,Lawyer Complaints,4
DD-1500.5400,Loan Finder Complaints,4
DD-1500.5450,Locksmith Complaints,4
DD-1500.5600,Magazine Complaints,4
DD-1500.5700,Mail/Internet Order Complaints,4
DD-1500.5830,Mental Health Facility Complaints,4
DD-1500.5900,Mobile Home Complaints,4
DD-1500.5900-480,Mobile Home Manufacturer Complaints,5
DD-1500.5900-500,Mobile Home Repair/Service Complaints,5
DD-1500.5900-520,Mobile Home Sales Complaints,5
DD-1500.5950,Modeling Agency Complaints,4
DD-1500.6000,Mortgage Company Complaints,4
DD-1500.6050,Motion Picture Complaints,4
DD-1500.6100,Motorcycle Complaints,4
DD-1500.6100-480,Motorcycle Manufacturer Complaints,5
DD-1500.6100-500,Motorcycle Repair/Service Complaints,5
DD-1500.6100-520,Motorcycle Sales Complaints,5
DD-1500.6150,Moving Company Complaints,4
DD-1500.6200,Newspaper Complaints,4
DD-1500.6250,Notary Public Complaints,4
DD-1500.6750,Off Road Vehicle Complaints,4
DD-1500.6750-600,Off Road Vehicle Manufacturer Complaints,5
DD-1500.6750-650,Off Road Vehicle Repair/Service Complaints,5
DD-1500.6750-700,Off Road Vehicle Sales Complaints,5
DD-1500.6800,Painter Complaints,4
DD-1500.6840,Paratransit Service Complaints,4
DD-1500.6900,Pawnbroker Complaints,4
DD-1500.7000,Pest Control Operator Complaints,4
DD-1500.7150,Plumber Complaints,4
DD-1500.7200,Postal Service Complaints,4
DD-1500.7230,Practitioner Complaints,4
DD-1500.7230-030,Acupuncturist Complaints,5
DD-1500.7230-050,Audiologist Complaints,5
DD-1500.7230-150,Chiropractor Complaints,5
DD-1500.7230-180,Dentist/Dental Support Personnel Complaints,5
DD-1500.7230-190,Dietitian/Nutritionist Complaints,5
DD-1500.7230-195,Doula Complaints,5
DD-1500.7230-200,Educational Psychologist Complaints,5
DD-1500.7230-280,Health Aide Complaints,5
DD-1500.7230-300,Hearing Aid Dispenser Complaints,5
DD-1500.7230-400,Licensed Professional Counselor Complaints,5
DD-1500.7230-420,Marriage and Family Therapist Complaints,5
DD-1500.7230-440,Massage Therapist Complaints,5
DD-1500.7230-445,Medical Support Personnel Complaints,5
DD-1500.7230-460,Midwife Complaints,5
DD-1500.7230-490,Naturopath Complaints,5
DD-1500.7230-500,Nurse Complaints,5
DD-1500.7230-520,Occupational Therapist Complaints,5
DD-1500.7230-540,Optician Complaints,5
DD-1500.7230-560,Optometrist Complaints,5
DD-1500.7230-580,Osteopath Complaints,5
DD-1500.7230-600,Pharmacist Complaints,5
DD-1500.7230-620,Physical Therapist Complaints,5
DD-1500.7230-660,Physician/Surgeon Complaints,5
DD-1500.7230-680,Podiatrist/Foot Care Specialist Complaints,5
DD-1500.7230-700,Psychiatrist Complaints,5
DD-1500.7230-720,Psychologist Complaints,5
DD-1500.7230-750,Radiographer Complaints,5
DD-1500.7230-760,Respiratory Therapist Complaints,5
DD-1500.7230-800,Social Worker Complaints,5
DD-1500.7230-830,Speech and Language Pathologist Complaints,5
DD-1500.7230-900,Veterinarian Complaints,5
DD-1500.7250,Private Investigator Complaints,4
DD-1500.7350,Quackery Complaints,4
DD-1500.7400,Radio Complaints,4
DD-1500.7400-680,Radio Manufacturer Complaints,5
DD-1500.7400-700,Radio Programming Complaints,5
DD-1500.7400-720,Radio Repair/Service Complaints,5
DD-1500.7400-740,Radio Sales Complaints,5
DD-1500.7450,Radiotelephone Complaints,4
DD-1500.7450-680,Radiotelephone Manufacturer Complaints,5
DD-1500.7450-700,Radiotelephone Repair/Service Complaints,5
DD-1500.7450-720,Radiotelephone Sales Complaints,5
DD-1500.7500,Rail Transportation System Complaints,4
DD-1500.7500-700,Rail Passenger/Shipper Complaints,5
DD-1500.7500-750,Rail Safety Complaints,5
DD-1500.7600,Realtor Complaints,4
DD-1500.7700,Recreational Vehicle Complaints,4
DD-1500.7700-680,Recreational Vehicle Manufacturer Complaints,5
DD-1500.7700-700,Recreational Vehicle Repair/Service Complaints,5
DD-1500.7700-720,Recreational Vehicle Sales Complaints,5
DD-1500.7750,Rental Security Deposit Complaints,4
DD-1500.7775,Repossession Agency Complaints,4
DD-1500.7800,Restaurant Complaints,4
DD-1500.7900,Roofing Contractor Complaints,4
DD-1500.8000,School Complaints,4
DD-1500.8080,Security Guard/Private Patrol Operator Complaints,4
DD-1500.8100,Security/Stockbroker Complaints,4
DD-1500.8150,Service Station Complaints,4
DD-1500.8155,Sewer System Complaints,4
DD-1500.8170,Shelter Complaints,4
DD-1500.8200,Shuttle Service Complaints,4
DD-1500.8250,Smog Device Complaints,4
DD-1500.8300,Smoke Alarm Complaints,4
DD-1500.8500,Solar Energy Devices Complaints,4
DD-1500.8600,Stereo Complaints,4
DD-1500.8600-780,Stereo Manufacturer Complaints,5
DD-1500.8600-800,Stereo Repair/Service Complaints,5
DD-1500.8600-820,Stereo Sales Complaints,5
DD-1500.8650,Street Vendor Complaints,4
DD-1500.8670,Substance Abuse Service Provider Complaints,4
DD-1500.8700,Swimming Pool Complaints,4
DD-1500.8800,Talent Agency Complaints,4
DD-1500.8850,Tanning Facility Complaints,4
DD-1500.9000,Tax Preparer Complaints,4
DD-1500.9050,Taxi Service Complaints,4
DD-1500.9150,Teacher Complaints,4
DD-1500.9250,Telephone Solicitation Complaints,4
DD-1500.9300,Television Complaints,4
DD-1500.9300-150,Cable Television Complaints,5
DD-1500.9300-750,Satellite Television Complaints,5
DD-1500.9300-800,Television Manufacturer Complaints,5
DD-1500.9300-820,Television Programming Complaints,5
DD-1500.9300-840,Television Repair/Service Complaints,5
DD-1500.9300-860,Television Sales Complaints,5
DD-1500.9350,Textile Complaints,4
DD-1500.9400,Tire Complaints,4
DD-1500.9450,Towing Service Complaints,4
DD-1500.9500,Toy Safety Complaints,4
DD-1500.9535,Trash/Recycling Service Complaints,4
DD-1500.9550,Travel Agent Complaints,4
DD-1500.9650,Utility Service Complaints,4
DD-1500.9650-200,Electric Service Complaints,5
DD-1500.9650-250,Gas Service Complaints,5
DD-1500.9650-300,Heating Fuel Service Complaints,5
DD-1500.9650-850,Telephone Service Complaints,5
DD-1500.9650-950,Water Service Complaints,5
DD-1500.9700,Vending Machine Complaints,4
DD-1500.9800,Video Equipment Complaints,4
DD-1500.9800-880,Video Equipment Manufacturer Complaints,5
DD-1500.9800-900,Video Equipment Repair/Service Complaints,5
DD-1500.9800-920,Video Equipment Sales Complaints,5
DD-1500.9850,Warranty Complaints,4
DD-1500.9900,Wind Energy Complaints,4
DD-1800,Consumer Education,3
DD-2100,Consumer Protection Agencies,3
DD-2100.1000,Better Business Bureaus,4
DD-2100.2500,Government Consumer Protection Agencies,4
DD-2100.3300,Industry Consumer Programs,4
DD-2100.5000,Media Consumer Services,4
DD-2100.6500,Private/Voluntary Consumer Groups,4
DF,Consumer Regulation,2
DF-4500,Licensing/Certification/Accreditation,3
DF-4500.1000,Business Registration/Licensing,4
DF-4500.1000-100,Business Opportunity Registration,5
DF-4500.1000-150,Corporation Registration,5
DF-4500.1000-170,DBA Registration,5
DF-4500.1000-200,Franchise Registration,5
DF-4500.1000-400,Limited Liability Company Registration,5
DF-4500.1000-450,Local Business Licenses/Permits,5
DF-4500.1000-650,Partnership Registration,5
DF-4500.1000-800,Sole Proprietorship Registration,5
DF-4500.1400,Camp Accreditation,4
DF-4500.1500,Charitable Organization Registration,4
DF-4500.2000,Facility Licensing,4
DF-4500.2000-030,Adult Day Program Licensing,5
DF-4500.2000-100,Adult Residential Facility Licensing,5
DF-4500.2000-130,Child Care Provider Licensing,5
DF-4500.2000-150,Children's Group Home Licensing,5
DF-4500.2000-190,Emergency Shelter Licensing,5
DF-4500.2000-200,Foster Home Licensing,5
DF-4500.2000-300,Health Facility Licensing,5
DF-4500.2000-700,Residential Treatment Facility Licensing,5
DF-4500.2200,Food Facility Licensing,4
DF-4500.6300,Occupational/Professional Licensing and Certification,4
DF-4500.8000,School Accreditation,4
DF-4500.8000-300,Homeschooling Licensing,5
DF-4500.8000-600,Postsecondary Institution Accreditation,5
DF-4500.8000-630,Preschool Accreditation,5
DF-4500.8000-650,Private School Accreditation,5
DF-4500.8000-680,Public School Accreditation,5
DF-4500.9000,Vendor Certification,4
DF-6500,Peer Review Organizations,3
DF-6500.4500,Legal Peer Review Organizations,4
DF-6500.5000,Medical Peer Review Organizations,4
DF-6500.5100,Medicare Quality Improvement Organizations,4
DF-7000,Records/Licenses/Permits,3
DF-7000.0050,Academic Records,4
DF-7000.0050-200,Foreign Educational Records Evaluations,5
DF-7000.0050-250,GED Transcripts,5
DF-7000.0050-330,Inmate Correctional Education Records,5
DF-7000.0050-800,School Transcripts,5
DF-7000.0100,Adoption Records,4
DF-7000.0200,Affidavits of Poverty,4
DF-7000.0400,Aircraft Pilot Certificates,4
DF-7000.0500,Amateur Radio Licenses,4
DF-7000.0540,Amusement Games and Devices Licenses,4
DF-7000.0600,Annulment Records,4
DF-7000.0650,Aquatic Farming Permits,4
DF-7000.0700,Automobile Insurance,4
DF-7000.1000,Baptism Records,4
DF-7000.1030,Beach Use Permits,4
DF-7000.1050,Beekeeping Permits,4
DF-7000.1100,Beer/Liquor Licenses and Permits,4
DF-7000.1150,Bicycle Permits,4
DF-7000.1200,Birth Certificates,4
DF-7000.1230,Boat Mooring/Beaching Permits,4
DF-7000.1250,Boat Registration,4
DF-7000.1270,Building Moving Permits,4
DF-7000.1300,Burglar Alarm Permits,4
DF-7000.1375,Campfire Permits,4
DF-7000.1380,Camping Permits,4
DF-7000.1390,Charitable Gambling Permits,4
DF-7000.1400,Charitable Solicitations Permits,4
DF-7000.1450,Child Custody Orders,4
DF-7000.1460,Citizenship Records,4
DF-7000.1470,Concealed Weapons Permits,4
DF-7000.1500,Copyrights,4
DF-7000.1550,Court Records,4
DF-7000.1580,Cross Country Ski Licenses,4
DF-7000.1700,Death Related Records/Permits,4
DF-7000.1700-050,Autopsy Records,5
DF-7000.1700-100,Burial Permits,5
DF-7000.1700-150,Burial Records,5
DF-7000.1700-200,Burial Transit Permits,5
DF-7000.1700-250,Cremation Permits,5
DF-7000.1700-300,Death Certificates,5
DF-7000.1700-350,Disinterment Permits,5
DF-7000.1700-650,Obituary/Death Notices,5
DF-7000.1780,Dental Records,4
DF-7000.1800,Divorce Records,4
DF-7000.1820,Document Deposit/Online Storage Services,4
DF-7000.1830,Domestic Partner Registries,4
DF-7000.1835,Domestic Partner Registries,4
DF-7000.1840,Driver License Testing Sites,4
DF-7000.1850,Driver Licenses,4
DF-7000.1850-050,Automobile Driver Licenses,5
DF-7000.1850-180,Commercial Driver Licenses,5
DF-7000.1850-200,Driving Instruction Permits,5
DF-7000.1850-220,Enhanced Driver Licenses,5
DF-7000.1850-330,International Driving Permits,5
DF-7000.1850-500,Moped Driver Licenses,5
DF-7000.1850-530,Motorcycle Driver Licenses,5
DF-7000.1850-700,Recreational Double Driver Licenses,5
DF-7000.1850-730,Restricted Driver Licenses,5
DF-7000.1925,Election Identification Certificates,4
DF-7000.1950,Energy Conservation Certification,4
DF-7000.1980,Explosives Storage/Use Permits,4
DF-7000.2000,Export Licenses,4
DF-7000.2030,Federal Tax Identification Numbers,4
DF-7000.2030-200,Employer Identification Numbers,5
DF-7000.2050,Filming Permits,4
DF-7000.2120,Fire Hydrant Use Permits,4
DF-7000.2140,Firearm Dealer Licenses,4
DF-7000.2150,Firearm Permits,4
DF-7000.2170,Fireworks Permits,4
DF-7000.2200,Fishing Licenses,4
DF-7000.2250,Food Handling Permits,4
DF-7000.2270,Foreclosure Records,4
DF-7000.2300,Fossil Permits,4
DF-7000.2350,Freedom of Information Requests,4
DF-7000.2500,Garage Sale Permits,4
DF-7000.2900,Hauling Permits,4
DF-7000.3000,Hunting Licenses,4
DF-7000.3300,Identification Cards,4
DF-7000.3330,Importation Permits for Etiologic Agents,4
DF-7000.3350,Indian Religious Permits,4
DF-7000.3400,Individual Taxpayer Identification Numbers,4
DF-7000.3500,Junkyard/Solid Waste Facility Permits,4
DF-7000.4550,Land Records,4
DF-7000.4570,Landlord Registries,4
DF-7000.4590,Law Enforcement Records/Files,4
DF-7000.4590-020,Active Arrest Warrants,5
DF-7000.4590-030,Affidavits of Factual Innocence,5
DF-7000.4590-100,Criminal History Records,5
DF-7000.4590-150,Driving/Accident Records,5
DF-7000.4590-200,FBI Files,5
DF-7000.4590-250,Fingerprints,5
DF-7000.4590-550,911 Tapes,5
DF-7000.4590-600,Police Clearances,5
DF-7000.4590-700,Police Reports,5
DF-7000.4650,Livestock Brands,4
DF-7000.4950,Marriage Certificates,4
DF-7000.5000,Marriage Licenses,4
DF-7000.5040,Matricula Consular Cards,4
DF-7000.5080,Media Credentials,4
DF-7000.5100,Medical Records,4
DF-7000.5200,Military Records,4
DF-7000.5500,Motor Vehicle Registration,4
DF-7000.5500-200,Full Cost Motor Vehicle Registration,5
DF-7000.5500-650,Personalized License Plates,5
DF-7000.5500-700,Reduced Cost Motor Vehicle Registration,5
DF-7000.6000,Notary Signature Registration/Validation,4
DF-7000.6460,Open Burning Permits,4
DF-7000.6480,Organic Certification,4
DF-7000.6500,Parade/Street Event Permits,4
DF-7000.6550,Parking Permits,4
DF-7000.6550-170,Disability Parking Permits,5
DF-7000.6550-180,Parking Meter Rentals,5
DF-7000.6550-650,Residential Parking Permits,5
DF-7000.6590,Passport Cards,4
DF-7000.6600,Passport Photos,4
DF-7000.6650,Passports,4
DF-7000.6700,Patents,4
DF-7000.6710,Personal Census Search,4
DF-7000.6730,Picketing Permits,4
DF-7000.6750,Picnic Permits,4
DF-7000.6980,Prescription Control Forms,4
DF-7000.6990,Proclamations/Proclamation Dates,4
DF-7000.7010,Public Assistance Clearances,4
DF-7000.7050,Public Health Permits,4
DF-7000.7480,Recognition of Parentage,4
DF-7000.7500,River Permits,4
DF-7000.7800,Sailing Permits,4
DF-7000.7820,Same Sex Civil Union Certificates,4
DF-7000.7830,Same Sex Civil Union Licenses,4
DF-7000.7850,Satellite Dish Permits,4
DF-7000.8000,Selective Service Registration,4
DF-7000.8030,Sidewalk/Road Corridor Use Permits,4
DF-7000.8050,Sign Permits,4
DF-7000.8250,Social Security Numbers,4
DF-7000.8280,Special Animal Permits,4
DF-7000.8290,Street Performer Permits,4
